"y1" "y2" "algorithm" "prob" "repl"
0.178001601255017 0.578097640140533 "nsga2" "zdt1_2d_2o" 1
0.703165692620896 0.161450244564288 "nsga2" "zdt1_2d_2o" 1
0.034644390088148 0.813869964572938 "nsga2" "zdt1_2d_2o" 1
0.47367398861829 0.311760224661255 "nsga2" "zdt1_2d_2o" 1
0.161654217234663 0.597937545605084 "nsga2" "zdt1_2d_2o" 1
0.556397439706969 0.254079468236112 "nsga2" "zdt1_2d_2o" 1
0.738793653634597 0.140468933874664 "nsga2" "zdt1_2d_2o" 1
0.00849675379120141 0.90782216214796 "nsga2" "zdt1_2d_2o" 1
0.5244715893849 0.275795892455149 "nsga2" "zdt1_2d_2o" 1
0.0538112932096028 0.768027386941426 "nsga2" "zdt1_2d_2o" 1
0.770835701894214 0.1220275050474 "nsga2" "zdt1_2d_2o" 1
0.909428894586466 0.0463601861577978 "nsga2" "zdt1_2d_2o" 1
0.015540480445661 0.875338536654009 "nsga2" "zdt1_2d_2o" 1
0.484730307083004 0.303774241296925 "nsga2" "zdt1_2d_2o" 1
0.00406113055418772 0.936272999803795 "nsga2" "zdt1_2d_2o" 1
0.784097912999011 0.114506966151269 "nsga2" "zdt1_2d_2o" 1
0.541478477565423 0.264147788230985 "nsga2" "zdt1_2d_2o" 1
0.434836413410071 0.340578728421815 "nsga2" "zdt1_2d_2o" 1
0.727152086173552 0.147267869786858 "nsga2" "zdt1_2d_2o" 1
0.536073832567412 0.267829369226414 "nsga2" "zdt1_2d_2o" 1
0.313102523103882 0.440444352093807 "nsga2" "zdt1_2d_2o" 1
0.37108499267464 0.390832541353061 "nsga2" "zdt1_2d_2o" 1
0.103396184583743 0.678447228928805 "nsga2" "zdt1_2d_2o" 1
0.279294528084488 0.471516766505803 "nsga2" "zdt1_2d_2o" 1
0.463581263150487 0.319131978170779 "nsga2" "zdt1_2d_2o" 1
0.686197806287154 0.171629427123074 "nsga2" "zdt1_2d_2o" 1
0.280474968646098 0.470401124777889 "nsga2" "zdt1_2d_2o" 1
0.0443342660008113 0.789442962595199 "nsga2" "zdt1_2d_2o" 1
0.0783269361572764 0.720130501559932 "nsga2" "zdt1_2d_2o" 1
0.868783895796607 0.0679142229405058 "nsga2" "zdt1_2d_2o" 1
0.267748406471701 0.482555890485229 "nsga2" "zdt1_2d_2o" 1
0.709609195345076 0.157616954511776 "nsga2" "zdt1_2d_2o" 1
0.00205601813982641 0.954656663777068 "nsga2" "zdt1_2d_2o" 1
0.881203464476221 0.061275618471793 "nsga2" "zdt1_2d_2o" 1
0.398569256774395 0.368676583061933 "nsga2" "zdt1_2d_2o" 1
0.00101124616058486 0.968199903136529 "nsga2" "zdt1_2d_2o" 1
0.363365475290836 0.397201961441517 "nsga2" "zdt1_2d_2o" 1
0.569518022458218 0.245335821402714 "nsga2" "zdt1_2d_2o" 1
0.919381840865383 0.0411559872258134 "nsga2" "zdt1_2d_2o" 1
0.227040116931683 0.523512731616381 "nsga2" "zdt1_2d_2o" 1
0.0119666729135873 0.890607710904811 "nsga2" "zdt1_2d_2o" 1
0.00273966642496826 0.947658177096487 "nsga2" "zdt1_2d_2o" 1
0.651078631679359 0.193105563496991 "nsga2" "zdt1_2d_2o" 1
0.0501228597883649 0.77611864796649 "nsga2" "zdt1_2d_2o" 1
0.640434549474607 0.199728452665383 "nsga2" "zdt1_2d_2o" 1
0.0175568518045246 0.867497729059473 "nsga2" "zdt1_2d_2o" 1
0.999999999999974 1.3766765505352e-14 "nsga2" "zdt1_2d_2o" 2
9.59388818388973e-15 0.999999902051658 "nsga2" "zdt1_2d_2o" 2
0.630144529546858 0.206183566845057 "nsga2" "zdt1_2d_2o" 2
0.590047044638647 0.231854802372215 "nsga2" "zdt1_2d_2o" 2
0.268236124913433 0.48208482845795 "nsga2" "zdt1_2d_2o" 2
0.831295311012704 0.0882460249537223 "nsga2" "zdt1_2d_2o" 2
0.213483316296898 0.537957451854389 "nsga2" "zdt1_2d_2o" 2
0.147906479839679 0.615413885014629 "nsga2" "zdt1_2d_2o" 2
0.129873962530008 0.639619697361244 "nsga2" "zdt1_2d_2o" 2
0.0211190462872864 0.854676064300272 "nsga2" "zdt1_2d_2o" 2
0.229273032250958 0.521175363780367 "nsga2" "zdt1_2d_2o" 2
0.368991657593722 0.392553164800653 "nsga2" "zdt1_2d_2o" 2
0.000629608656958991 0.974907996155023 "nsga2" "zdt1_2d_2o" 2
0.431618289226349 0.343023372389604 "nsga2" "zdt1_2d_2o" 2
0.107047690558601 0.672818566299081 "nsga2" "zdt1_2d_2o" 2
0.407023182373579 0.362016314963081 "nsga2" "zdt1_2d_2o" 2
0.347750492650594 0.410296267053885 "nsga2" "zdt1_2d_2o" 2
0.0875331322110285 0.704140012487312 "nsga2" "zdt1_2d_2o" 2
0.936288843942519 0.0323798038855875 "nsga2" "zdt1_2d_2o" 2
0.0120898463745624 0.890046162529377 "nsga2" "zdt1_2d_2o" 2
0.00599468454885407 0.922574651767964 "nsga2" "zdt1_2d_2o" 2
0.695309976824485 0.166147508953507 "nsga2" "zdt1_2d_2o" 2
0.541888884474044 0.263916552704052 "nsga2" "zdt1_2d_2o" 2
0.278826332085509 0.471959914319536 "nsga2" "zdt1_2d_2o" 2
0.298239148206695 0.453887238560865 "nsga2" "zdt1_2d_2o" 2
0.0386232068936291 0.803472121841163 "nsga2" "zdt1_2d_2o" 2
0.402268412023264 0.365753666133407 "nsga2" "zdt1_2d_2o" 2
0.0712210708476277 0.733127238468167 "nsga2" "zdt1_2d_2o" 2
0.641910012098482 0.198807131772651 "nsga2" "zdt1_2d_2o" 2
0.573153116377683 0.242931234049647 "nsga2" "zdt1_2d_2o" 2
0.852428849265996 0.0767292654556982 "nsga2" "zdt1_2d_2o" 2
0.00500358890219815 0.929263949076011 "nsga2" "zdt1_2d_2o" 2
0.753181351458729 0.132139785761147 "nsga2" "zdt1_2d_2o" 2
0.182621591245998 0.5726575246421 "nsga2" "zdt1_2d_2o" 2
0.18878610224761 0.565504773043988 "nsga2" "zdt1_2d_2o" 2
0.918774722963904 0.0414726279527114 "nsga2" "zdt1_2d_2o" 2
0.155590211753579 0.605550748823751 "nsga2" "zdt1_2d_2o" 2
0.385149384382805 0.379395952009013 "nsga2" "zdt1_2d_2o" 2
0.312511380419383 0.440972826761199 "nsga2" "zdt1_2d_2o" 2
0.319753061698112 0.434532881859525 "nsga2" "zdt1_2d_2o" 2
0.169206652388585 0.588652637800386 "nsga2" "zdt1_2d_2o" 2
0.812778174766337 0.0984578907414617 "nsga2" "zdt1_2d_2o" 2
0.168537707618304 0.589466557247436 "nsga2" "zdt1_2d_2o" 2
0.707324478061292 0.1589741513715 "nsga2" "zdt1_2d_2o" 2
0.900498223048125 0.0510541516853254 "nsga2" "zdt1_2d_2o" 2
0.0525968176690157 0.770660039092619 "nsga2" "zdt1_2d_2o" 2
0.887691070135916 0.0578264118879724 "nsga2" "zdt1_2d_2o" 2
0.384992420442311 0.379522425512166 "nsga2" "zdt1_2d_2o" 2
0.0590778697281014 0.756940604526187 "nsga2" "zdt1_2d_2o" 2
0.245327737466986 0.50469429897589 "nsga2" "zdt1_2d_2o" 2
0.485778114098793 0.303022156665821 "nsga2" "zdt1_2d_2o" 2
0.867575539971336 0.0685626483915768 "nsga2" "zdt1_2d_2o" 2
0.741848211263832 0.13869389224062 "nsga2" "zdt1_2d_2o" 2
0.200140239945408 0.552629638950702 "nsga2" "zdt1_2d_2o" 2
0.358667335805383 0.401111583176568 "nsga2" "zdt1_2d_2o" 2
0.33094372074744 0.424722918284276 "nsga2" "zdt1_2d_2o" 2
0.00209037985461005 0.954279327929204 "nsga2" "zdt1_2d_2o" 2
0.673269666456944 0.179469886928686 "nsga2" "zdt1_2d_2o" 2
0.565726827243589 0.247851858179924 "nsga2" "zdt1_2d_2o" 2
0.778819890415003 0.117492271753509 "nsga2" "zdt1_2d_2o" 2
0.0332122539410825 0.817757705400011 "nsga2" "zdt1_2d_2o" 2
0.201515677626112 0.55109502383455 "nsga2" "zdt1_2d_2o" 2
0.0784296050822445 0.719947138771591 "nsga2" "zdt1_2d_2o" 2
0.976584674971522 0.0117770115143445 "nsga2" "zdt1_2d_2o" 2
0.0265697130250914 0.836997812821149 "nsga2" "zdt1_2d_2o" 2
0.776685551272669 0.118702348084118 "nsga2" "zdt1_2d_2o" 2
0.587381155212396 0.233592043874558 "nsga2" "zdt1_2d_2o" 2
0.793274086807647 0.109340644910966 "nsga2" "zdt1_2d_2o" 2
0.446944553173727 0.331460881343728 "nsga2" "zdt1_2d_2o" 2
0.983484908429793 0.00829192378524655 "nsga2" "zdt1_2d_2o" 2
0.459241646096448 0.322326298212472 "nsga2" "zdt1_2d_2o" 2
0.907031749768526 0.047617855188155 "nsga2" "zdt1_2d_2o" 2
0.015179293653889 0.876795723881688 "nsga2" "zdt1_2d_2o" 2
0.238109739218729 0.512035104522137 "nsga2" "zdt1_2d_2o" 2
0.0438386342009427 0.790623224303822 "nsga2" "zdt1_2d_2o" 2
0.960333771707356 0.0200337905277916 "nsga2" "zdt1_2d_2o" 2
0.516500419408305 0.281320363855973 "nsga2" "zdt1_2d_2o" 2
0.735772150357244 0.14222838100273 "nsga2" "zdt1_2d_2o" 2
0.946088258279854 0.0273293166339176 "nsga2" "zdt1_2d_2o" 2
0.854194056029024 0.0757738068982835 "nsga2" "zdt1_2d_2o" 2
0.662858885761894 0.1858385382728 "nsga2" "zdt1_2d_2o" 2
0.549399307710066 0.258785248588468 "nsga2" "zdt1_2d_2o" 2
0.0949499231548154 0.691860545929622 "nsga2" "zdt1_2d_2o" 2
0.872098621124868 0.0661377932880967 "nsga2" "zdt1_2d_2o" 2
0.557538715776966 0.253314848294896 "nsga2" "zdt1_2d_2o" 2
0.0333364480443272 0.817417284390741 "nsga2" "zdt1_2d_2o" 2
0.500920573167263 0.292242574629384 "nsga2" "zdt1_2d_2o" 2
0.478139865935609 0.308523416205878 "nsga2" "zdt1_2d_2o" 2
0.793744953307351 0.109076348216566 "nsga2" "zdt1_2d_2o" 2
0.69786336298409 0.164617834171637 "nsga2" "zdt1_2d_2o" 2
0.763726571075991 0.126085489835551 "nsga2" "zdt1_2d_2o" 2
0.526943143673666 0.274091504613954 "nsga2" "zdt1_2d_2o" 2
0.0268345543751771 0.836187441338763 "nsga2" "zdt1_2d_2o" 2
1.00613961606655e-15 0.99999996835773 "nsga2" "zdt1_2d_2o" 3
0.999999999988298 5.85254067431153e-12 "nsga2" "zdt1_2d_2o" 3
0.583237277183997 0.236300271143732 "nsga2" "zdt1_2d_2o" 3
0.839100363609087 0.0839757844952763 "nsga2" "zdt1_2d_2o" 3
0.892146015314267 0.055465185799123 "nsga2" "zdt1_2d_2o" 3
0.622763124133376 0.210846577819814 "nsga2" "zdt1_2d_2o" 3
0.205218191940766 0.546989854506543 "nsga2" "zdt1_2d_2o" 3
0.808761722888462 0.100688195307464 "nsga2" "zdt1_2d_2o" 3
0.0877106445596718 0.703840170823922 "nsga2" "zdt1_2d_2o" 3
0.677137240240386 0.177116508713428 "nsga2" "zdt1_2d_2o" 3
0.858835215504059 0.0732663737312149 "nsga2" "zdt1_2d_2o" 3
0.120494059529952 0.652877457546656 "nsga2" "zdt1_2d_2o" 3
0.0508560984353856 0.774487032714447 "nsga2" "zdt1_2d_2o" 3
0.5444671627212 0.262119818204051 "nsga2" "zdt1_2d_2o" 3
0.0654953837524482 0.74407934109301 "nsga2" "zdt1_2d_2o" 3
0.705588925435305 0.160006592307684 "nsga2" "zdt1_2d_2o" 3
0.659847751847846 0.187689867456354 "nsga2" "zdt1_2d_2o" 3
0.263856465950666 0.486330393475691 "nsga2" "zdt1_2d_2o" 3
0.0397985298788754 0.800504311847849 "nsga2" "zdt1_2d_2o" 3
0.187096973474311 0.567452935436234 "nsga2" "zdt1_2d_2o" 3
0.52249583350982 0.277161267460502 "nsga2" "zdt1_2d_2o" 3
0.104841113265796 0.67620822563173 "nsga2" "zdt1_2d_2o" 3
0.312945938564564 0.44058428898437 "nsga2" "zdt1_2d_2o" 3
0.648504697917587 0.194702108330091 "nsga2" "zdt1_2d_2o" 3
0.983050121362982 0.00851115956030171 "nsga2" "zdt1_2d_2o" 3
0.153244797648215 0.608535062218607 "nsga2" "zdt1_2d_2o" 3
0.0975652829598752 0.687645581215561 "nsga2" "zdt1_2d_2o" 3
0.042744682241831 0.793252129347488 "nsga2" "zdt1_2d_2o" 3
0.63635195895607 0.202283286138489 "nsga2" "zdt1_2d_2o" 3
0.793198559198151 0.109383046055062 "nsga2" "zdt1_2d_2o" 3
0.480775380164409 0.306620320443105 "nsga2" "zdt1_2d_2o" 3
0.0305720604872274 0.825151321811927 "nsga2" "zdt1_2d_2o" 3
0.219637376467393 0.531345141634855 "nsga2" "zdt1_2d_2o" 3
0.0227989462361927 0.849006815105195 "nsga2" "zdt1_2d_2o" 3
0.0763141559145745 0.723749830924529 "nsga2" "zdt1_2d_2o" 3
0.511835532592695 0.284573181696279 "nsga2" "zdt1_2d_2o" 3
0.392365569901823 0.373609092753974 "nsga2" "zdt1_2d_2o" 3
0.953660330243728 0.0234446612999501 "nsga2" "zdt1_2d_2o" 3
0.231226624833982 0.519139703614392 "nsga2" "zdt1_2d_2o" 3
0.96492027386908 0.0176964455330822 "nsga2" "zdt1_2d_2o" 3
0.339884267202037 0.417004059546303 "nsga2" "zdt1_2d_2o" 3
0.404185347610268 0.364244270945853 "nsga2" "zdt1_2d_2o" 3
0.00837514945323767 0.908484157827515 "nsga2" "zdt1_2d_2o" 3
0.412564590764075 0.357688089628088 "nsga2" "zdt1_2d_2o" 3
0.165782640495798 0.592835856986747 "nsga2" "zdt1_2d_2o" 3
0.214807229493765 0.536526991831642 "nsga2" "zdt1_2d_2o" 3
0.903794171453886 0.0493191235564823 "nsga2" "zdt1_2d_2o" 3
0.00162937242468673 0.959634515001956 "nsga2" "zdt1_2d_2o" 3
0.500354304542924 0.292642732332266 "nsga2" "zdt1_2d_2o" 3
0.376624444015209 0.386302645608298 "nsga2" "zdt1_2d_2o" 3
0.753384056258488 0.132023009383341 "nsga2" "zdt1_2d_2o" 3
0.352232921201239 0.40650785962355 "nsga2" "zdt1_2d_2o" 3
0.766535682700628 0.124479764622833 "nsga2" "zdt1_2d_2o" 3
0.244289836246757 0.505743147496644 "nsga2" "zdt1_2d_2o" 3
0.56794975670958 0.246375587698857 "nsga2" "zdt1_2d_2o" 3
0.974867311983638 0.0126463086246878 "nsga2" "zdt1_2d_2o" 3
0.465855294219333 0.317464071393246 "nsga2" "zdt1_2d_2o" 3
0.322243122406389 0.432335378659588 "nsga2" "zdt1_2d_2o" 3
0.235296582158881 0.514926210834191 "nsga2" "zdt1_2d_2o" 3
0.925707866592615 0.0378628858290548 "nsga2" "zdt1_2d_2o" 3
0.937146657671163 0.0319366458636197 "nsga2" "zdt1_2d_2o" 3
0.028643181219307 0.830757036174447 "nsga2" "zdt1_2d_2o" 3
0.733497199590371 0.143555489502695 "nsga2" "zdt1_2d_2o" 3
0.911732815685985 0.045152988595449 "nsga2" "zdt1_2d_2o" 3
0.36460160145298 0.396177508423314 "nsga2" "zdt1_2d_2o" 3
0.28993954754853 0.461539651212608 "nsga2" "zdt1_2d_2o" 3
0.0178640891856028 0.866343391706196 "nsga2" "zdt1_2d_2o" 3
0.0112940816730186 0.893726383096888 "nsga2" "zdt1_2d_2o" 3
0.000286700918941753 0.983067755158042 "nsga2" "zdt1_2d_2o" 3
0.328224532487001 0.427091165657446 "nsga2" "zdt1_2d_2o" 3
0.437432408667822 0.338613268535417 "nsga2" "zdt1_2d_2o" 3
0.691686351404055 0.168323169055637 "nsga2" "zdt1_2d_2o" 3
0.301874576120421 0.450568861383923 "nsga2" "zdt1_2d_2o" 3
0.0596905652799674 0.755683473877534 "nsga2" "zdt1_2d_2o" 3
0.449284052394783 0.329713455059769 "nsga2" "zdt1_2d_2o" 3
0.0579747432990051 0.75922055053412 "nsga2" "zdt1_2d_2o" 3
0.0034264194553035 0.941464374500041 "nsga2" "zdt1_2d_2o" 3
0.431981191316835 0.342747239920188 "nsga2" "zdt1_2d_2o" 3
0.919981463222989 0.0408638607914317 "nsga2" "zdt1_2d_2o" 3
0.779621007146282 0.117038502196804 "nsga2" "zdt1_2d_2o" 3
0.551436026675535 0.257412613442909 "nsga2" "zdt1_2d_2o" 3
0.394735632130104 0.371720101463992 "nsga2" "zdt1_2d_2o" 3
0.125239661908651 0.646107838660991 "nsga2" "zdt1_2d_2o" 3
0.448852117023162 0.330035734569424 "nsga2" "zdt1_2d_2o" 3
0.169712193248953 0.588038602802123 "nsga2" "zdt1_2d_2o" 3
0.136872626730947 0.630036992825463 "nsga2" "zdt1_2d_2o" 3
0.748221523206764 0.135002011730398 "nsga2" "zdt1_2d_2o" 3
0.300199727153788 0.452095147910922 "nsga2" "zdt1_2d_2o" 3
0.720714614893204 0.151050876150566 "nsga2" "zdt1_2d_2o" 3
0.141190511044162 0.624246742269193 "nsga2" "zdt1_2d_2o" 3
0.625897189457871 0.208863358069341 "nsga2" "zdt1_2d_2o" 3
0.00562624486691588 0.924991701420714 "nsga2" "zdt1_2d_2o" 3
0.249089874358641 0.500910955481482 "nsga2" "zdt1_2d_2o" 3
0.0770542558059568 0.722413516650563 "nsga2" "zdt1_2d_2o" 3
0.0147350799176113 0.878611862645491 "nsga2" "zdt1_2d_2o" 3
0.101881520791954 0.680811152059396 "nsga2" "zdt1_2d_2o" 3
0.0197086227791159 0.87527263396986 "smsemoa" "zdt1_2d_2o" 1
0.166912699695552 0.621902427923304 "smsemoa" "zdt1_2d_2o" 1
0.0763226714659991 0.744490911024518 "smsemoa" "zdt1_2d_2o" 1
0.199588866724376 0.557428633967396 "smsemoa" "zdt1_2d_2o" 1
0.321364704155368 0.436285083971691 "smsemoa" "zdt1_2d_2o" 1
0.181932987041092 0.577700644330561 "smsemoa" "zdt1_2d_2o" 1
0.00964562826990026 0.919649509407391 "smsemoa" "zdt1_2d_2o" 1
0.318268196339513 0.440863525224874 "smsemoa" "zdt1_2d_2o" 1
0.755028100112074 0.134124015267754 "smsemoa" "zdt1_2d_2o" 1
0.360885031610659 0.413529112198795 "smsemoa" "zdt1_2d_2o" 1
0.0104253220962189 0.915692985555911 "smsemoa" "zdt1_2d_2o" 1
0.257496078946143 0.505534777862777 "smsemoa" "zdt1_2d_2o" 1
0.0104382786869855 0.915652498110273 "smsemoa" "zdt1_2d_2o" 1
0.0599575146178206 0.772264201891654 "smsemoa" "zdt1_2d_2o" 1
0.198816346912311 0.570887000340555 "smsemoa" "zdt1_2d_2o" 1
0.745884315486793 0.164817981428571 "smsemoa" "zdt1_2d_2o" 1
0.84987999283416 0.0946312084052921 "smsemoa" "zdt1_2d_2o" 1
0.26277328978213 0.502339704276711 "smsemoa" "zdt1_2d_2o" 1
0.140423704728232 0.644779853066051 "smsemoa" "zdt1_2d_2o" 1
0.381098587663992 0.386162985590814 "smsemoa" "zdt1_2d_2o" 1
0.0485886921516131 0.796067258526194 "smsemoa" "zdt1_2d_2o" 1
0.145867390662987 0.632029822045023 "smsemoa" "zdt1_2d_2o" 1
0.0108680493558447 0.913581936473668 "smsemoa" "zdt1_2d_2o" 1
0.366770968252528 0.407022224123712 "smsemoa" "zdt1_2d_2o" 1
0.952372129772314 0.0351494511891399 "smsemoa" "zdt1_2d_2o" 1
0.00608192369071787 0.93876241525805 "smsemoa" "zdt1_2d_2o" 1
0.234693147654929 0.547352098740026 "smsemoa" "zdt1_2d_2o" 1
0.378013192770922 0.397727681953098 "smsemoa" "zdt1_2d_2o" 1
0.187682966863202 0.57094595979008 "smsemoa" "zdt1_2d_2o" 1
0.108315216461558 0.686606129301379 "smsemoa" "zdt1_2d_2o" 1
0.0642894454605362 0.762649987390427 "smsemoa" "zdt1_2d_2o" 1
0.176844869719463 0.58367433764343 "smsemoa" "zdt1_2d_2o" 1
0.260768134104824 0.502828599593222 "smsemoa" "zdt1_2d_2o" 1
0.876061082179388 0.0736569296671885 "smsemoa" "zdt1_2d_2o" 1
0.00650690931912028 0.92484227601263 "smsemoa" "zdt1_2d_2o" 1
0.0126445702545033 0.892046499416867 "smsemoa" "zdt1_2d_2o" 1
0.187388814052096 0.571285555341154 "smsemoa" "zdt1_2d_2o" 1
0.00955404040448072 0.920137363083084 "smsemoa" "zdt1_2d_2o" 1
0.0966753768101253 0.698136764859032 "smsemoa" "zdt1_2d_2o" 1
0.746241815214604 0.164652841399121 "smsemoa" "zdt1_2d_2o" 1
0.0790143718009439 0.734012245111383 "smsemoa" "zdt1_2d_2o" 1
0.32813863314767 0.430328454128448 "smsemoa" "zdt1_2d_2o" 1
0.175513366797337 0.594092065412022 "smsemoa" "zdt1_2d_2o" 1
0.00293673848496562 0.956200430049733 "smsemoa" "zdt1_2d_2o" 1
0.322715146977471 0.435538846697821 "smsemoa" "zdt1_2d_2o" 1
0.00425662966934884 0.939644697293908 "smsemoa" "zdt1_2d_2o" 1
0.876571225375098 0.0661044707043957 "smsemoa" "zdt1_2d_2o" 1
0.00165910209874054 0.965713156915711 "smsemoa" "zdt1_2d_2o" 1
0.0202544741465947 0.862118180356818 "smsemoa" "zdt1_2d_2o" 1
0.797158531684907 0.113315195067901 "smsemoa" "zdt1_2d_2o" 1
0.201977110222446 0.554756532881053 "smsemoa" "zdt1_2d_2o" 1
0.920731920803723 0.0442721443677375 "smsemoa" "zdt1_2d_2o" 1
0.0523853630337062 0.785737530077022 "smsemoa" "zdt1_2d_2o" 1
0.167729651121909 0.596283998974719 "smsemoa" "zdt1_2d_2o" 1
0.292865144893347 0.464094554995275 "smsemoa" "zdt1_2d_2o" 1
0.0280135448008849 0.837004165267995 "smsemoa" "zdt1_2d_2o" 1
0.0626278621305986 0.764131115662547 "smsemoa" "zdt1_2d_2o" 1
0.0110107230933107 0.911144297017611 "smsemoa" "zdt1_2d_2o" 1
0.0157909659574567 0.879114718264897 "smsemoa" "zdt1_2d_2o" 1
0.0543484452896843 0.783383201216192 "smsemoa" "zdt1_2d_2o" 1
0.976795335255533 0.0154279264568166 "smsemoa" "zdt1_2d_2o" 1
0.0303617698962588 0.830680801593841 "smsemoa" "zdt1_2d_2o" 1
0.176680321480848 0.583870547324116 "smsemoa" "zdt1_2d_2o" 1
0.0116041507074235 0.892703698567145 "smsemoa" "zdt1_2d_2o" 1
0.906583909558002 0.0505607287065931 "smsemoa" "zdt1_2d_2o" 1
0.088665361110785 0.702926704460995 "smsemoa" "zdt1_2d_2o" 1
0.779474338330594 0.123370236392276 "smsemoa" "zdt1_2d_2o" 1
0.115491182740308 0.685708723183174 "smsemoa" "zdt1_2d_2o" 1
0.00143381288567412 0.980313501083549 "smsemoa" "zdt1_2d_2o" 1
0.00647548354170366 0.93581249310199 "smsemoa" "zdt1_2d_2o" 1
0.36893548173124 0.400758781282598 "smsemoa" "zdt1_2d_2o" 1
0.0360649008593208 0.826547165370302 "smsemoa" "zdt1_2d_2o" 1
0.182938298571269 0.576053205019546 "smsemoa" "zdt1_2d_2o" 1
0.125703860733633 0.645518500603427 "smsemoa" "zdt1_2d_2o" 1
0.063456252548494 0.762819899805364 "smsemoa" "zdt1_2d_2o" 1
0.00653823363841498 0.924534176541954 "smsemoa" "zdt1_2d_2o" 1
0.0103173337573272 0.915718793167987 "smsemoa" "zdt1_2d_2o" 1
0.0696045277801902 0.751127953993778 "smsemoa" "zdt1_2d_2o" 1
0.00911651305975563 0.922422883706395 "smsemoa" "zdt1_2d_2o" 1
0.0700451688392152 0.750266716406232 "smsemoa" "zdt1_2d_2o" 1
0.000245997022736338 1.00281411166162 "smsemoa" "zdt1_2d_2o" 1
0.889785991334347 0.0590580591116238 "smsemoa" "zdt1_2d_2o" 1
0.32322678456198 0.434226575305472 "smsemoa" "zdt1_2d_2o" 1
0.185280406495493 0.573784071519726 "smsemoa" "zdt1_2d_2o" 1
0.142287890269484 0.637158548310787 "smsemoa" "zdt1_2d_2o" 1
0.818965395791551 0.101118404781422 "smsemoa" "zdt1_2d_2o" 1
