"y1" "y2" "algorithm" "problem" "run"
0.340712017493884 0.423813262195221 "nsga2" "zdt1_2d_2o" 1
0.173763704820837 0.587708245405543 "nsga2" "zdt1_2d_2o" 1
0.0460275020155608 0.800085923231785 "nsga2" "zdt1_2d_2o" 1
0.0575546711854921 0.761104866047564 "nsga2" "zdt1_2d_2o" 1
0.327613619209377 0.432565899103439 "nsga2" "zdt1_2d_2o" 1
0.00305532217183054 0.951390741716296 "nsga2" "zdt1_2d_2o" 1
0.0062876938221825 0.925349492363983 "nsga2" "zdt1_2d_2o" 1
0.50891964036548 0.29723352970877 "nsga2" "zdt1_2d_2o" 1
0.312309048397588 0.445424478263732 "nsga2" "zdt1_2d_2o" 1
0.762644285268064 0.132632681471399 "nsga2" "zdt1_2d_2o" 1
0.532202244614673 0.271797348241735 "nsga2" "zdt1_2d_2o" 1
0.00750588356363721 0.915837557480793 "nsga2" "zdt1_2d_2o" 1
0.0216792694701151 0.857689337921304 "nsga2" "zdt1_2d_2o" 1
0.422715875449264 0.350467352261017 "nsga2" "zdt1_2d_2o" 1
0.842402292039965 0.0848666717738544 "nsga2" "zdt1_2d_2o" 1
0.348912178977545 0.416313593566053 "nsga2" "zdt1_2d_2o" 1
0.647388486154884 0.197309795147128 "nsga2" "zdt1_2d_2o" 1
0.927144058722744 0.0384999025705611 "nsga2" "zdt1_2d_2o" 1
0.816283276262953 0.0995727040183717 "nsga2" "zdt1_2d_2o" 1
0.115991962455328 0.668067506699947 "nsga2" "zdt1_2d_2o" 1
0.684568059107355 0.174257688144614 "nsga2" "zdt1_2d_2o" 1
0.448716260496809 0.333999965008027 "nsga2" "zdt1_2d_2o" 1
0.129253011947254 0.645277995983756 "nsga2" "zdt1_2d_2o" 1
0.436350801652887 0.3395779953456 "nsga2" "zdt1_2d_2o" 1
0.653866799353761 0.191432521694429 "nsga2" "zdt1_2d_2o" 1
0.467706830881429 0.318716951376381 "nsga2" "zdt1_2d_2o" 1
0.506488327012386 0.29871919024976 "nsga2" "zdt1_2d_2o" 1
0.480331166145805 0.314371847024466 "nsga2" "zdt1_2d_2o" 1
0.330102585675993 0.427266048618074 "nsga2" "zdt1_2d_2o" 1
0.393695656175044 0.381445735341399 "nsga2" "zdt1_2d_2o" 1
0.396505734548906 0.371905652299112 "nsga2" "zdt1_2d_2o" 1
0.591986433392926 0.233937430270818 "nsga2" "zdt1_2d_2o" 1
0.0289663108702427 0.839285768720556 "nsga2" "zdt1_2d_2o" 1
0.355224828875393 0.406472680422868 "nsga2" "zdt1_2d_2o" 1
0.193704595270136 0.568252382385729 "nsga2" "zdt1_2d_2o" 1
0.122279281675207 0.656000291254358 "nsga2" "zdt1_2d_2o" 1
0.0461631885848344 0.788312043967635 "nsga2" "zdt1_2d_2o" 1
0.836501335409516 0.0894469061661943 "nsga2" "zdt1_2d_2o" 1
0.660289609723157 0.188222739607816 "nsga2" "zdt1_2d_2o" 1
0.117499064696127 0.667932530138997 "nsga2" "zdt1_2d_2o" 1
0.0552530578643249 0.770776090759875 "nsga2" "zdt1_2d_2o" 1
0.443846028532435 0.33895087411081 "nsga2" "zdt1_2d_2o" 1
9.95673791533548e-05 1.02807110896679 "nsga2" "zdt1_2d_2o" 2
0.990201981860336 0.0052352280154727 "nsga2" "zdt1_2d_2o" 2
0.623563071898297 0.213552185105743 "nsga2" "zdt1_2d_2o" 2
0.401141948808324 0.368519251278583 "nsga2" "zdt1_2d_2o" 2
0.791646779718686 0.110843548381892 "nsga2" "zdt1_2d_2o" 2
0.703598343533058 0.190408720026762 "nsga2" "zdt1_2d_2o" 2
0.87125481128604 0.0749256340370699 "nsga2" "zdt1_2d_2o" 2
0.643829418801183 0.204351673014544 "nsga2" "zdt1_2d_2o" 2
0.238983591831131 0.530468943960133 "nsga2" "zdt1_2d_2o" 2
0.916339914859125 0.0457248809572698 "nsga2" "zdt1_2d_2o" 2
0.764422089273711 0.125877403204968 "nsga2" "zdt1_2d_2o" 2
0.872047505771691 0.0738591254833501 "nsga2" "zdt1_2d_2o" 2
0.337055364031482 0.429661816731018 "nsga2" "zdt1_2d_2o" 2
0.311904569689098 0.448990829465298 "nsga2" "zdt1_2d_2o" 2
0.213714227814784 0.556277536823042 "nsga2" "zdt1_2d_2o" 2
0.0271911566670905 0.841031619891986 "nsga2" "zdt1_2d_2o" 2
0.720883286554174 0.16200763048815 "nsga2" "zdt1_2d_2o" 2
0.968600101070917 0.0204930256237444 "nsga2" "zdt1_2d_2o" 2
0.272698824401633 0.477983592538471 "nsga2" "zdt1_2d_2o" 2
0.188848983059124 0.56632398038569 "nsga2" "zdt1_2d_2o" 2
0.0219552865367751 0.872405950492001 "nsga2" "zdt1_2d_2o" 2
0.0678121833221577 0.74260180771516 "nsga2" "zdt1_2d_2o" 2
0.0011674971360229 1.00138348533043 "nsga2" "zdt1_2d_2o" 2
0.0107105314980896 0.903011538879618 "nsga2" "zdt1_2d_2o" 2
0.397220663233392 0.371583376546227 "nsga2" "zdt1_2d_2o" 2
0.0153191921940474 0.876545529852526 "nsga2" "zdt1_2d_2o" 2
0.0373201358880845 0.820746053537984 "nsga2" "zdt1_2d_2o" 2
0.381869779270024 0.388306966464455 "nsga2" "zdt1_2d_2o" 2
0.352454298629484 0.417785536941674 "nsga2" "zdt1_2d_2o" 2
0.00118335048269113 0.977455502583948 "nsga2" "zdt1_2d_2o" 2
0.946646271325029 0.0306864827578445 "nsga2" "zdt1_2d_2o" 2
0.0777489934689225 0.721899305179884 "nsga2" "zdt1_2d_2o" 2
0.0313759969069387 0.829166509580818 "nsga2" "zdt1_2d_2o" 2
0.934701187963453 0.0378690492959269 "nsga2" "zdt1_2d_2o" 2
0.723751818229987 0.151617308912275 "nsga2" "zdt1_2d_2o" 2
0.210828287905912 0.559447012366741 "nsga2" "zdt1_2d_2o" 2
0.00471655821507982 0.949162058217535 "nsga2" "zdt1_2d_2o" 2
0.261442459096786 0.492463470627872 "nsga2" "zdt1_2d_2o" 2
0.284121832820619 0.470205296839697 "nsga2" "zdt1_2d_2o" 2
0.73822231981844 0.147197250060553 "nsga2" "zdt1_2d_2o" 2
0.179096096257633 0.577014356245702 "nsga2" "zdt1_2d_2o" 2
0.0944078167892744 0.712335310930739 "nsga2" "zdt1_2d_2o" 2
0.052447372739851 0.785458487647499 "nsga2" "zdt1_2d_2o" 2
0.156290558425981 0.609555749510792 "nsga2" "zdt1_2d_2o" 2
0.743174669248877 0.144151401375103 "nsga2" "zdt1_2d_2o" 2
0.116777394079073 0.667556033646743 "nsga2" "zdt1_2d_2o" 2
0.980458990872916 0.0157093168100838 "nsga2" "zdt1_2d_2o" 2
0.17022995274661 0.59054620813101 "nsga2" "zdt1_2d_2o" 2
0.039273734582653 0.801921218209715 "nsga2" "zdt1_2d_2o" 2
0.121636773043881 0.660483754598317 "nsga2" "zdt1_2d_2o" 2
0.356718405114571 0.404549847294255 "nsga2" "zdt1_2d_2o" 2
0.0977399852071528 0.69032604698766 "nsga2" "zdt1_2d_2o" 2
0.00116275188735898 1.01988195296698 "nsga2" "zdt1_2d_2o" 2
0.148271624593694 0.620465587374408 "nsga2" "zdt1_2d_2o" 2
0.0583878377067466 0.766307101736889 "nsga2" "zdt1_2d_2o" 2
0.110426083814267 0.673274555625702 "nsga2" "zdt1_2d_2o" 2
0.181101316737976 0.574581800290926 "nsga2" "zdt1_2d_2o" 2
0.132750932405652 0.641303467332737 "nsga2" "zdt1_2d_2o" 2
0.252377599765799 0.510698716244541 "nsga2" "zdt1_2d_2o" 2
0.294546844011221 0.461721606881223 "nsga2" "zdt1_2d_2o" 2
0.0104721063715741 0.911548925400569 "nsga2" "zdt1_2d_2o" 2
0.13866339673848 0.633006765731527 "nsga2" "zdt1_2d_2o" 2
0.123406839623978 0.652185329626997 "nsga2" "zdt1_2d_2o" 2
0.30175637239542 0.455694871724443 "nsga2" "zdt1_2d_2o" 2
0.945890066927521 0.0309243500385672 "nsga2" "zdt1_2d_2o" 2
0.107134610910748 0.678490114943256 "nsga2" "zdt1_2d_2o" 2
0.256191020560599 0.504514572374228 "nsga2" "zdt1_2d_2o" 2
0.0428304397950508 0.793344765425281 "nsga2" "zdt1_2d_2o" 2
0.354672732177168 0.414177104725821 "nsga2" "zdt1_2d_2o" 2
0.00287944087325423 0.961875522920136 "nsga2" "zdt1_2d_2o" 2
0.00551693739114431 0.936184018652345 "nsga2" "zdt1_2d_2o" 2
0.0618252654749913 0.761103731564887 "nsga2" "zdt1_2d_2o" 2
0.00858875202873727 0.920451949211063 "nsga2" "zdt1_2d_2o" 2
0.980086349790518 0.0188246747778784 "nsga2" "zdt1_2d_2o" 2
0.0546352400344827 0.778993336406045 "nsga2" "zdt1_2d_2o" 2
0.261392368710993 0.501722608614678 "nsga2" "zdt1_2d_2o" 2
0.162717803101712 0.601567261442317 "nsga2" "zdt1_2d_2o" 2
0.0632669755328244 0.750259599733326 "nsga2" "zdt1_2d_2o" 2
0.0948035950357204 0.701413682572708 "nsga2" "zdt1_2d_2o" 2
0.0815615813469383 0.714649809555014 "nsga2" "zdt1_2d_2o" 2
0.362343463015055 0.399976208220829 "nsga2" "zdt1_2d_2o" 2
0.142742826090061 0.625053144358609 "nsga2" "zdt1_2d_2o" 2
0.369636103634263 0.395991131894009 "nsga2" "zdt1_2d_2o" 2
0.00175034835611235 0.96891718403371 "nsga2" "zdt1_2d_2o" 2
0.923824622326733 0.0388981043874071 "nsga2" "zdt1_2d_2o" 2
0.131629673102183 0.651509173331966 "nsga2" "zdt1_2d_2o" 2
0.15809175445682 0.604730569259998 "nsga2" "zdt1_2d_2o" 2
0.922950400448323 0.0407646641903435 "nsga2" "zdt1_2d_2o" 2
0.0948346985239641 0.697579657424588 "nsga2" "zdt1_2d_2o" 2
0.722998792348275 0.161642834842114 "nsga2" "zdt1_2d_2o" 2
0.300313658280408 0.45612502652572 "nsga2" "zdt1_2d_2o" 2
0.0401786681798754 0.80141160875911 "nsga2" "zdt1_2d_2o" 2
0.14003007598093 0.629380006988602 "nsga2" "zdt1_2d_2o" 2
0.106794221098575 0.68776108816508 "nsga2" "zdt1_2d_2o" 2
0.131856473458269 0.646043904221248 "nsga2" "zdt1_2d_2o" 2
0.0783369440521116 0.720510946454628 "nsga2" "zdt1_2d_2o" 2
0.380572036497459 0.389318710142954 "nsga2" "zdt1_2d_2o" 2
8.19358976741486e-05 1.07055798248379 "nsga2" "zdt1_2d_2o" 3
0.977496061531466 0.0131464145320487 "nsga2" "zdt1_2d_2o" 3
0.487871097656417 0.302208268621656 "nsga2" "zdt1_2d_2o" 3
0.0314186395026187 0.825368405184519 "nsga2" "zdt1_2d_2o" 3
0.000102298834368247 1.0039850963287 "nsga2" "zdt1_2d_2o" 3
0.362301057505461 0.413091285136262 "nsga2" "zdt1_2d_2o" 3
0.561198948291694 0.256690989281337 "nsga2" "zdt1_2d_2o" 3
0.814979648468934 0.098654872933021 "nsga2" "zdt1_2d_2o" 3
0.290181320665711 0.461685027748164 "nsga2" "zdt1_2d_2o" 3
0.191438161488686 0.566154336738525 "nsga2" "zdt1_2d_2o" 3
0.0430445610890578 0.803178944799639 "nsga2" "zdt1_2d_2o" 3
0.937807877612509 0.0321235106610555 "nsga2" "zdt1_2d_2o" 3
0.395823272315906 0.374344835777272 "nsga2" "zdt1_2d_2o" 3
0.529413005670586 0.273144390242038 "nsga2" "zdt1_2d_2o" 3
0.0452324510517071 0.790266585205741 "nsga2" "zdt1_2d_2o" 3
0.74461567060996 0.138702068782695 "nsga2" "zdt1_2d_2o" 3
0.0670358000723996 0.745215061951824 "nsga2" "zdt1_2d_2o" 3
0.371429114143715 0.393276051174787 "nsga2" "zdt1_2d_2o" 3
0.379243520254964 0.384777528782874 "nsga2" "zdt1_2d_2o" 3
0.278790311239529 0.480383350781574 "nsga2" "zdt1_2d_2o" 3
0.679612290851212 0.178284904319194 "nsga2" "zdt1_2d_2o" 3
0.209525469848482 0.542268193099672 "nsga2" "zdt1_2d_2o" 3
0.632030190768816 0.207635916590515 "nsga2" "zdt1_2d_2o" 3
0.208909934223376 0.549767599713463 "nsga2" "zdt1_2d_2o" 3
0.587749417893745 0.234001883153891 "nsga2" "zdt1_2d_2o" 3
0.108121378350064 0.673957512112755 "nsga2" "zdt1_2d_2o" 3
0.125351063625006 0.648622977045193 "nsga2" "zdt1_2d_2o" 3
0.311262933697888 0.444265533041508 "nsga2" "zdt1_2d_2o" 3
0.184467595103638 0.575584523236174 "nsga2" "zdt1_2d_2o" 3
0.0217618664538266 0.853532060353313 "nsga2" "zdt1_2d_2o" 3
0.00274857906658402 0.9518134222969 "nsga2" "zdt1_2d_2o" 3
0.926800675650455 0.0373391626471037 "nsga2" "zdt1_2d_2o" 3
0.690034520767177 0.169923205964529 "nsga2" "zdt1_2d_2o" 3
0.429478225609027 0.350641683781903 "nsga2" "zdt1_2d_2o" 3
0.833575490628451 0.0894960006220811 "nsga2" "zdt1_2d_2o" 3
0.0577297305365754 0.762630253679875 "nsga2" "zdt1_2d_2o" 3
0.0744016395553391 0.733704222101726 "nsga2" "zdt1_2d_2o" 3
0.00691368769177406 0.921060270074046 "nsga2" "zdt1_2d_2o" 3
0.57530095913255 0.241900227550766 "nsga2" "zdt1_2d_2o" 3
0.46725676929218 0.319230377487971 "nsga2" "zdt1_2d_2o" 3
0.657709763729091 0.204030374123946 "nsga2" "zdt1_2d_2o" 3
0.406196544715805 0.363905061650046 "nsga2" "zdt1_2d_2o" 3
0.917404780332032 0.0484599534756226 "nsga2" "zdt1_2d_2o" 3
0.229031509868091 0.527746580377146 "nsga2" "zdt1_2d_2o" 3
0.0122467828044213 0.893483807155221 "nsga2" "zdt1_2d_2o" 3
0.338182568210367 0.418926708162668 "nsga2" "zdt1_2d_2o" 3
0.760322822556671 0.128620052632378 "nsga2" "zdt1_2d_2o" 3
0.41343629246305 0.357446425571207 "nsga2" "zdt1_2d_2o" 3
0.265922552128196 0.492580067920181 "nsga2" "zdt1_2d_2o" 3
0.00727844930297103 0.918891135043813 "nsga2" "zdt1_2d_2o" 3
0.240426326355517 0.509701315596116 "nsga2" "zdt1_2d_2o" 3
0.959663467571554 0.0220606136593505 "nsga2" "zdt1_2d_2o" 3
0.445392993120965 0.333324654467014 "nsga2" "zdt1_2d_2o" 3
0.28394349347637 0.467334329180112 "nsga2" "zdt1_2d_2o" 3
0.148925201899838 0.615651934401112 "nsga2" "zdt1_2d_2o" 3
0.000520143829393652 0.981157309531161 "nsga2" "zdt1_2d_2o" 3
0.543518695393417 0.26854364987865 "nsga2" "zdt1_2d_2o" 3
0.0021214686600452 0.963543595934084 "nsga2" "zdt1_2d_2o" 3
0.908539538457285 0.0532000023851716 "nsga2" "zdt1_2d_2o" 3
0.172307081664334 0.585745306591324 "nsga2" "zdt1_2d_2o" 3
0.0989622573378554 0.686299448115533 "nsga2" "zdt1_2d_2o" 3
0.133306887124462 0.638903195889079 "nsga2" "zdt1_2d_2o" 3
0.311458586675262 0.444091925894917 "nsga2" "zdt1_2d_2o" 3
0.732644675603195 0.146677682842141 "nsga2" "zdt1_2d_2o" 3
0.789316191234029 0.114162448618659 "nsga2" "zdt1_2d_2o" 3
0.158260049350683 0.605877322389346 "nsga2" "zdt1_2d_2o" 3
0.718320846895974 0.157191329851001 "nsga2" "zdt1_2d_2o" 3
0.896206324732521 0.0565582783038432 "nsga2" "zdt1_2d_2o" 3
0.664953652496774 0.18713420001179 "nsga2" "zdt1_2d_2o" 3
0.253338639604585 0.498709382538773 "nsga2" "zdt1_2d_2o" 3
0.845919710455437 0.0811496141424639 "nsga2" "zdt1_2d_2o" 3
0.335953676817695 0.420413589487608 "nsga2" "zdt1_2d_2o" 3
0.116835559818854 0.661513202117549 "nsga2" "zdt1_2d_2o" 3
0.0126833793753753 0.890473051104902 "nsga2" "zdt1_2d_2o" 3
0.458543130054022 0.325615305599767 "nsga2" "zdt1_2d_2o" 3
0.144208910233708 0.621817683895711 "nsga2" "zdt1_2d_2o" 3
0.780730159375204 0.11839560458027 "nsga2" "zdt1_2d_2o" 3
0.0874731266251329 0.705288937321549 "nsga2" "zdt1_2d_2o" 3
0.704882555987342 0.162223959041403 "nsga2" "zdt1_2d_2o" 3
0.000155566273026 0.991512047759392 "nsga2" "zdt1_2d_2o" 3
0.768822763143473 0.126369942417442 "nsga2" "zdt1_2d_2o" 3
0.479333385548892 0.308334594593309 "nsga2" "zdt1_2d_2o" 3
0.427668199689942 0.352030247322996 "nsga2" "zdt1_2d_2o" 3
0.701872567305533 0.16400919775486 "nsga2" "zdt1_2d_2o" 3
0.61547087223666 0.22064565826865 "nsga2" "zdt1_2d_2o" 3
0.858718496279967 0.0773558634882806 "nsga2" "zdt1_2d_2o" 3
0.234345720888123 0.516924354107448 "nsga2" "zdt1_2d_2o" 3
0.661350659232772 0.202010470326459 "nsga2" "zdt1_2d_2o" 3
0.0793031973594314 0.721818618143245 "nsga2" "zdt1_2d_2o" 3
0.881878128653941 0.0632459476594874 "nsga2" "zdt1_2d_2o" 3
0.115369916951592 0.663145621148927 "nsga2" "zdt1_2d_2o" 3
0.88947923926306 0.0600576901024277 "nsga2" "zdt1_2d_2o" 3
0.0564926337232068 0.770511722024974 "nsga2" "zdt1_2d_2o" 3
0.324807650442014 0.43010991047641 "nsga2" "zdt1_2d_2o" 3
0.838156328454364 0.0855079653900111 "nsga2" "zdt1_2d_2o" 3
0.608336018106663 0.224330657210536 "nsga2" "zdt1_2d_2o" 3
0.0189899266683931 0.866497586871559 "nsga2" "zdt1_2d_2o" 3
0.989226014753382 0.00689116757747061 "nsga2" "zdt1_2d_2o" 4
4.41590552407167e-05 1.00004800733362 "nsga2" "zdt1_2d_2o" 4
0.645040398662095 0.197029368269416 "nsga2" "zdt1_2d_2o" 4
0.587070140505287 0.241844275495847 "nsga2" "zdt1_2d_2o" 4
0.674596744358056 0.183041692883925 "nsga2" "zdt1_2d_2o" 4
0.14945298975893 0.619110173931189 "nsga2" "zdt1_2d_2o" 4
0.699132795995623 0.164864664257208 "nsga2" "zdt1_2d_2o" 4
0.52286844916323 0.281501304151459 "nsga2" "zdt1_2d_2o" 4
0.167187726864455 0.59482278719223 "nsga2" "zdt1_2d_2o" 4
0.728044119742443 0.146754047558411 "nsga2" "zdt1_2d_2o" 4
0.544810927200639 0.262104526862824 "nsga2" "zdt1_2d_2o" 4
0.0793229022649682 0.733435359569856 "nsga2" "zdt1_2d_2o" 4
0.0454233214059607 0.793294471199758 "nsga2" "zdt1_2d_2o" 4
0.136451685608799 0.647451572386375 "nsga2" "zdt1_2d_2o" 4
0.761427466212207 0.128292022201155 "nsga2" "zdt1_2d_2o" 4
0.0579081247168479 0.771157087032508 "nsga2" "zdt1_2d_2o" 4
0.56401522079669 0.251650869449598 "nsga2" "zdt1_2d_2o" 4
0.083175577089406 0.713071602923603 "nsga2" "zdt1_2d_2o" 4
0.275013006289994 0.48084158446855 "nsga2" "zdt1_2d_2o" 4
0.250825259629508 0.500021876361944 "nsga2" "zdt1_2d_2o" 4
0.494198053087477 0.299208866619306 "nsga2" "zdt1_2d_2o" 4
0.0308166360345234 0.825724498830135 "nsga2" "zdt1_2d_2o" 4
0.781612089935843 0.116943854212128 "nsga2" "zdt1_2d_2o" 4
0.443104345389171 0.334817384883892 "nsga2" "zdt1_2d_2o" 4
0.0919779488878542 0.70246977147454 "nsga2" "zdt1_2d_2o" 4
0.848198514635036 0.0795577250919553 "nsga2" "zdt1_2d_2o" 4
0.71478254896567 0.156017528511289 "nsga2" "zdt1_2d_2o" 4
0.320722084279837 0.438038855829907 "nsga2" "zdt1_2d_2o" 4
0.215030786204581 0.542456749838482 "nsga2" "zdt1_2d_2o" 4
0.94089621701995 0.0328599379203531 "nsga2" "zdt1_2d_2o" 4
0.803179339566644 0.107415432732416 "nsga2" "zdt1_2d_2o" 4
0.465056077254409 0.320985507688666 "nsga2" "zdt1_2d_2o" 4
0.0620226819529656 0.751518511627196 "nsga2" "zdt1_2d_2o" 4
0.29482861813081 0.461451799049591 "nsga2" "zdt1_2d_2o" 4
0.836050348092927 0.0864486862159956 "nsga2" "zdt1_2d_2o" 4
0.382207225781416 0.381887737668717 "nsga2" "zdt1_2d_2o" 4
0.182773015641196 0.575062763743492 "nsga2" "zdt1_2d_2o" 4
0.861576960613462 0.0735875713226476 "nsga2" "zdt1_2d_2o" 4
0.00832874404733652 0.931475429733996 "nsga2" "zdt1_2d_2o" 4
0.0194239604649034 0.861524240005383 "nsga2" "zdt1_2d_2o" 4
0.00381083445925726 0.939384553966173 "nsga2" "zdt1_2d_2o" 4
0.868140060220815 0.0682909749091815 "nsga2" "zdt1_2d_2o" 4
0.41834065023926 0.358017406855913 "nsga2" "zdt1_2d_2o" 4
0.506423904459928 0.290439638799276 "nsga2" "zdt1_2d_2o" 4
0.0267468776100924 0.838960038378349 "nsga2" "zdt1_2d_2o" 4
0.390140881204873 0.376012232728606 "nsga2" "zdt1_2d_2o" 4
0.30561861499565 0.453027955867229 "nsga2" "zdt1_2d_2o" 4
0.00151465370724049 0.961217051415031 "nsga2" "zdt1_2d_2o" 4
0.0147822235743412 0.878433725728499 "nsga2" "zdt1_2d_2o" 4
0.0373616943162904 0.807682781924638 "nsga2" "zdt1_2d_2o" 4
0.195364837543514 0.56441268265798 "nsga2" "zdt1_2d_2o" 4
0.372757916663426 0.39049310390056 "nsga2" "zdt1_2d_2o" 4
0.339639822966015 0.420272833917204 "nsga2" "zdt1_2d_2o" 4
0.479415129157702 0.311065893559134 "nsga2" "zdt1_2d_2o" 4
0.362585571875853 0.3995280891037 "nsga2" "zdt1_2d_2o" 4
0.352809656965104 0.406034767299027 "nsga2" "zdt1_2d_2o" 4
0.905423960442062 0.0486798082919948 "nsga2" "zdt1_2d_2o" 4
0.95646866120668 0.0231965577908863 "nsga2" "zdt1_2d_2o" 4
0.922080752574821 0.0414784755376261 "nsga2" "zdt1_2d_2o" 4
0.892269900302764 0.0554079483391102 "nsga2" "zdt1_2d_2o" 4
0.00204122612068686 0.955939416982022 "nsga2" "zdt1_2d_2o" 4
0.243792351503729 0.510797036843048 "nsga2" "zdt1_2d_2o" 4
0.060102803414369 0.757743250099527 "nsga2" "zdt1_2d_2o" 4
0.431047155259899 0.34408746729909 "nsga2" "zdt1_2d_2o" 4
0.281746853510307 0.471532846150866 "nsga2" "zdt1_2d_2o" 4
0.116366106469081 0.664318572305079 "nsga2" "zdt1_2d_2o" 4
0.0138917421748798 0.883521124522725 "nsga2" "zdt1_2d_2o" 4
0.776564805885301 0.122437958737363 "nsga2" "zdt1_2d_2o" 4
0.805043670512885 0.103613355615295 "nsga2" "zdt1_2d_2o" 4
0.725043424443542 0.152433876399131 "nsga2" "zdt1_2d_2o" 4
0.327515602322793 0.427711380678869 "nsga2" "zdt1_2d_2o" 4
0.0395234968358564 0.806972087914471 "nsga2" "zdt1_2d_2o" 4
0.888145168059357 0.0575938159576061 "nsga2" "zdt1_2d_2o" 4
0.101599106343121 0.682702066969772 "nsga2" "zdt1_2d_2o" 4
0.000551372191013866 0.982577715742577 "nsga2" "zdt1_2d_2o" 4
0.125015114451135 0.647724875706413 "nsga2" "zdt1_2d_2o" 4
0.0991964764431839 0.689247730012747 "nsga2" "zdt1_2d_2o" 4
0.76682614396046 0.125201599470148 "nsga2" "zdt1_2d_2o" 4
0.0233800624592807 0.847545901393705 "nsga2" "zdt1_2d_2o" 4
0.35000251964941 0.413003543130821 "nsga2" "zdt1_2d_2o" 4
0.423839262794152 0.350629874657482 "nsga2" "zdt1_2d_2o" 4
0.90408025003131 0.0493862900897585 "nsga2" "zdt1_2d_2o" 4
0.108631880577526 0.676065952261178 "nsga2" "zdt1_2d_2o" 4
0.215517880141237 0.536628071603173 "nsga2" "zdt1_2d_2o" 4
